re,co,cc,lo,me
DE LOS LAGOS,PURRANQUE,PURRANQUE,LICEO TOMAS BURGOS,1M
DE LOS LAGOS,PUYEHUE,PUYEHUE (ENTRE LAGOS),ESCUELA ENTRE LAGOS,11V
DE LOS LAGOS,RIO NEGRO,RIACHUELO,COLEGIO RIACHUELO,2M
DE LOS LAGOS,RIO NEGRO,RIACHUELO,COLEGIO RIACHUELO,3V
DE LOS LAGOS,FUTALEUFU,FUTALEUFU,ESCUELA FUTALEUFU,3V
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,AYSEN,AISEN,POLIDEPORTIVO AYSEN,18M
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,COYHAIQUE,COYHAIQUE,ESCUELA PARTICULAR SAN JOSE OBRERO,28M
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,LAGO VERDE,LAGO VERDE,ESCUELA CON INTERNADO JOSE MIGUEL CARRERA,1V
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,CHILE CHICO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6M
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,CHILE CHICO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6V
DE AYSEN DEL GENERAL CARLOS IBAÃ‘EZ DEL CAMPO,CHILE CHICO,PUERTO GUADAL,ESCUELA LIBERTADOR BERNARDO O´HIGGINS RIQUELME,1V-3V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,221V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA ARTURO PRAT CHACON,154V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA ARTURO PRAT CHACON,157V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA CROACIA,127M
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA CROACIA,131M
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA HERNANDO DE MAGALLANES,48V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PADRE ALBERTO HURTADO,192V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PADRE ALBERTO HURTADO,200V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PARTICULAR LA MILAGROSA,236V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PORTUGAL,58V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,163V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,LICEO EXPERIMENTAL UMAG,22V
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,LICEO JUAN BAUTISTA CONTARDI,60M
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,PORVENIR,COLEGIO MARIA AUXILIADORA,6V-8V
